parameter,value,lower_bound,upper_bound,unit,status
LDL Cholesterol,105.76,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,100.96,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,41.22,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,105.92,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,49.37,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,45.5,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,107.54,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,106.86,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,48.19,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,48.97,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,107.01,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,46.51,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,106.17,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,40.79,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,41.76,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,101.15,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,102.3,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,47.94,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,103.88,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,106.05,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,49.96,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,105.37,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,46.87,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,40.5,50.0,99.0,mg/dL,Borderline
LDL Cholesterol,26.81,50.0,99.0,mg/dL,Critical
LDL Cholesterol,130.31,50.0,99.0,mg/dL,Critical
LDL Cholesterol,121.59,50.0,99.0,mg/dL,Critical
LDL Cholesterol,24.61,50.0,99.0,mg/dL,Critical
LDL Cholesterol,110.45,50.0,99.0,mg/dL,Critical
LDL Cholesterol,126.02,50.0,99.0,mg/dL,Critical
LDL Cholesterol,33.11,50.0,99.0,mg/dL,Critical
LDL Cholesterol,36.67,50.0,99.0,mg/dL,Critical
LDL Cholesterol,121.48,50.0,99.0,mg/dL,Critical
LDL Cholesterol,29.92,50.0,99.0,mg/dL,Critical
LDL Cholesterol,115.38,50.0,99.0,mg/dL,Critical
LDL Cholesterol,127.55,50.0,99.0,mg/dL,Critical
LDL Cholesterol,113.09,50.0,99.0,mg/dL,Critical
LDL Cholesterol,135.57,50.0,99.0,mg/dL,Critical
LDL Cholesterol,21.4,50.0,99.0,mg/dL,Critical
LDL Cholesterol,114.52,50.0,99.0,mg/dL,Critical
LDL Cholesterol,123.52,50.0,99.0,mg/dL,Critical
LDL Cholesterol,36.61,50.0,99.0,mg/dL,Critical
LDL Cholesterol,28.06,50.0,99.0,mg/dL,Critical
LDL Cholesterol,29.94,50.0,99.0,mg/dL,Critical
LDL Cholesterol,25.09,50.0,99.0,mg/dL,Critical
LDL Cholesterol,116.75,50.0,99.0,mg/dL,Critical
LDL Cholesterol,118.69,50.0,99.0,mg/dL,Critical
LDL Cholesterol,113.07,50.0,99.0,mg/dL,Critical
LDL Cholesterol,122.41,50.0,99.0,mg/dL,Critical
LDL Cholesterol,17.46,50.0,99.0,mg/dL,Critical
LDL Cholesterol,28.18,50.0,99.0,mg/dL,Critical
LDL Cholesterol,35.6,50.0,99.0,mg/dL,Critical
LDL Cholesterol,21.67,50.0,99.0,mg/dL,Critical
LDL Cholesterol,129.72,50.0,99.0,mg/dL,Critical
HDL Cholesterol,47.01,40.0,75.0,mg/dL,Normal
HDL Cholesterol,47.03,40.0,75.0,mg/dL,Normal
HDL Cholesterol,42.91,40.0,75.0,mg/dL,Normal
HDL Cholesterol,64.95,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.66,40.0,75.0,mg/dL,Normal
HDL Cholesterol,56.7,40.0,75.0,mg/dL,Normal
HDL Cholesterol,68.34,40.0,75.0,mg/dL,Normal
HDL Cholesterol,67.13,40.0,75.0,mg/dL,Normal
HDL Cholesterol,60.19,40.0,75.0,mg/dL,Normal
HDL Cholesterol,69.1,40.0,75.0,mg/dL,Normal
HDL Cholesterol,48.23,40.0,75.0,mg/dL,Normal
HDL Cholesterol,45.28,40.0,75.0,mg/dL,Normal
HDL Cholesterol,50.25,40.0,75.0,mg/dL,Normal
HDL Cholesterol,43.55,40.0,75.0,mg/dL,Normal
HDL Cholesterol,58.48,40.0,75.0,mg/dL,Normal
HDL Cholesterol,71.25,40.0,75.0,mg/dL,Normal
HDL Cholesterol,42.99,40.0,75.0,mg/dL,Normal
HDL Cholesterol,45.6,40.0,75.0,mg/dL,Normal
HDL Cholesterol,55.99,40.0,75.0,mg/dL,Normal
HDL Cholesterol,71.17,40.0,75.0,mg/dL,Normal
HDL Cholesterol,51.71,40.0,75.0,mg/dL,Normal
HDL Cholesterol,57.73,40.0,75.0,mg/dL,Normal
HDL Cholesterol,43.06,40.0,75.0,mg/dL,Normal
HDL Cholesterol,46.42,40.0,75.0,mg/dL,Normal
HDL Cholesterol,72.83,40.0,75.0,mg/dL,Normal
HDL Cholesterol,72.15,40.0,75.0,mg/dL,Normal
HDL Cholesterol,41.91,40.0,75.0,mg/dL,Normal
HDL Cholesterol,71.73,40.0,75.0,mg/dL,Normal
HDL Cholesterol,61.88,40.0,75.0,mg/dL,Normal
HDL Cholesterol,69.09,40.0,75.0,mg/dL,Normal
HDL Cholesterol,56.07,40.0,75.0,mg/dL,Normal
HDL Cholesterol,57.99,40.0,75.0,mg/dL,Normal
HDL Cholesterol,57.15,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.76,40.0,75.0,mg/dL,Normal
HDL Cholesterol,46.15,40.0,75.0,mg/dL,Normal
HDL Cholesterol,42.69,40.0,75.0,mg/dL,Normal
HDL Cholesterol,51.45,40.0,75.0,mg/dL,Normal
HDL Cholesterol,63.95,40.0,75.0,mg/dL,Normal
HDL Cholesterol,48.11,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.96,40.0,75.0,mg/dL,Normal
HDL Cholesterol,72.3,40.0,75.0,mg/dL,Normal
HDL Cholesterol,44.71,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.94,40.0,75.0,mg/dL,Normal
HDL Cholesterol,55.73,40.0,75.0,mg/dL,Normal
HDL Cholesterol,69.1,40.0,75.0,mg/dL,Normal
HDL Cholesterol,47.33,40.0,75.0,mg/dL,Normal
HDL Cholesterol,63.57,40.0,75.0,mg/dL,Normal
HDL Cholesterol,68.15,40.0,75.0,mg/dL,Normal
HDL Cholesterol,71.51,40.0,75.0,mg/dL,Normal
HDL Cholesterol,63.27,40.0,75.0,mg/dL,Normal
HDL Cholesterol,57.41,40.0,75.0,mg/dL,Normal
HDL Cholesterol,61.21,40.0,75.0,mg/dL,Normal
HDL Cholesterol,69.12,40.0,75.0,mg/dL,Normal
HDL Cholesterol,59.72,40.0,75.0,mg/dL,Normal
HDL Cholesterol,42.71,40.0,75.0,mg/dL,Normal
HDL Cholesterol,71.07,40.0,75.0,mg/dL,Normal
HDL Cholesterol,63.47,40.0,75.0,mg/dL,Normal
HDL Cholesterol,63.06,40.0,75.0,mg/dL,Normal
HDL Cholesterol,48.54,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.5,40.0,75.0,mg/dL,Normal
HDL Cholesterol,54.16,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.26,40.0,75.0,mg/dL,Normal
HDL Cholesterol,45.11,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.47,40.0,75.0,mg/dL,Normal
HDL Cholesterol,73.23,40.0,75.0,mg/dL,Normal
HDL Cholesterol,43.27,40.0,75.0,mg/dL,Normal
HDL Cholesterol,72.53,40.0,75.0,mg/dL,Normal
HDL Cholesterol,54.57,40.0,75.0,mg/dL,Normal
HDL Cholesterol,69.18,40.0,75.0,mg/dL,Normal
HDL Cholesterol,66.4,40.0,75.0,mg/dL,Normal
HDL Cholesterol,59.61,40.0,75.0,mg/dL,Normal
HDL Cholesterol,65.01,40.0,75.0,mg/dL,Normal
HDL Cholesterol,69.42,40.0,75.0,mg/dL,Normal
HDL Cholesterol,54.48,40.0,75.0,mg/dL,Normal
HDL Cholesterol,52.05,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.78,40.0,75.0,mg/dL,Normal
HDL Cholesterol,67.2,40.0,75.0,mg/dL,Normal
HDL Cholesterol,65.76,40.0,75.0,mg/dL,Normal
HDL Cholesterol,66.88,40.0,75.0,mg/dL,Normal
HDL Cholesterol,55.47,40.0,75.0,mg/dL,Normal
HDL Cholesterol,67.51,40.0,75.0,mg/dL,Normal
HDL Cholesterol,45.54,40.0,75.0,mg/dL,Normal
HDL Cholesterol,58.9,40.0,75.0,mg/dL,Normal
HDL Cholesterol,41.93,40.0,75.0,mg/dL,Normal
HDL Cholesterol,51.97,40.0,75.0,mg/dL,Normal
HDL Cholesterol,53.29,40.0,75.0,mg/dL,Normal
HDL Cholesterol,54.23,40.0,75.0,mg/dL,Normal
HDL Cholesterol,63.66,40.0,75.0,mg/dL,Normal
HDL Cholesterol,53.99,40.0,75.0,mg/dL,Normal
HDL Cholesterol,55.88,40.0,75.0,mg/dL,Normal
HDL Cholesterol,49.23,40.0,75.0,mg/dL,Normal
HDL Cholesterol,53.51,40.0,75.0,mg/dL,Normal
HDL Cholesterol,48.91,40.0,75.0,mg/dL,Normal
HDL Cholesterol,44.06,40.0,75.0,mg/dL,Normal
HDL Cholesterol,60.76,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.8,40.0,75.0,mg/dL,Normal
HDL Cholesterol,61.26,40.0,75.0,mg/dL,Normal
HDL Cholesterol,56.35,40.0,75.0,mg/dL,Normal
HDL Cholesterol,53.71,40.0,75.0,mg/dL,Normal
HDL Cholesterol,68.95,40.0,75.0,mg/dL,Normal
HDL Cholesterol,58.1,40.0,75.0,mg/dL,Normal
HDL Cholesterol,56.84,40.0,75.0,mg/dL,Normal
HDL Cholesterol,42.56,40.0,75.0,mg/dL,Normal
HDL Cholesterol,52.5,40.0,75.0,mg/dL,Normal
HDL Cholesterol,53.73,40.0,75.0,mg/dL,Normal
HDL Cholesterol,54.31,40.0,75.0,mg/dL,Normal
HDL Cholesterol,60.03,40.0,75.0,mg/dL,Normal
HDL Cholesterol,58.56,40.0,75.0,mg/dL,Normal
HDL Cholesterol,60.9,40.0,75.0,mg/dL,Normal
HDL Cholesterol,65.84,40.0,75.0,mg/dL,Normal
HDL Cholesterol,67.36,40.0,75.0,mg/dL,Normal
HDL Cholesterol,64.37,40.0,75.0,mg/dL,Normal
HDL Cholesterol,71.85,40.0,75.0,mg/dL,Normal
HDL Cholesterol,42.32,40.0,75.0,mg/dL,Normal
HDL Cholesterol,47.92,40.0,75.0,mg/dL,Normal
HDL Cholesterol,41.99,40.0,75.0,mg/dL,Normal
HDL Cholesterol,62.15,40.0,75.0,mg/dL,Normal
HDL Cholesterol,70.04,40.0,75.0,mg/dL,Normal
HDL Cholesterol,49.42,40.0,75.0,mg/dL,Normal
HDL Cholesterol,70.95,40.0,75.0,mg/dL,Normal
HDL Cholesterol,39.54,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.71,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.8,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.15,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.77,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.27,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.91,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.85,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.77,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.68,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.75,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.8,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.38,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.85,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.43,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.21,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,39.19,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.48,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.88,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,39.3,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.66,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.92,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.97,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.67,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.16,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,34.18,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,39.04,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.67,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.49,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.83,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.74,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.48,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.96,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.83,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,38.02,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,39.94,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.73,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.05,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,33.56,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,39.26,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.26,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.48,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.63,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,38.6,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,36.78,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.56,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,35.27,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.69,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,37.63,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,38.11,40.0,75.0,mg/dL,Borderline
HDL Cholesterol,16.53,40.0,75.0,mg/dL,Critical
HDL Cholesterol,31.92,40.0,75.0,mg/dL,Critical
HDL Cholesterol,27.33,40.0,75.0,mg/dL,Critical
HDL Cholesterol,24.69,40.0,75.0,mg/dL,Critical
HDL Cholesterol,23.22,40.0,75.0,mg/dL,Critical
HDL Cholesterol,21.46,40.0,75.0,mg/dL,Critical
HDL Cholesterol,29.14,40.0,75.0,mg/dL,Critical
HDL Cholesterol,19.52,40.0,75.0,mg/dL,Critical
HDL Cholesterol,18.11,40.0,75.0,mg/dL,Critical
HDL Cholesterol,31.4,40.0,75.0,mg/dL,Critical
HDL Cholesterol,29.94,40.0,75.0,mg/dL,Critical
HDL Cholesterol,26.19,40.0,75.0,mg/dL,Critical
HDL Cholesterol,28.45,40.0,75.0,mg/dL,Critical
HDL Cholesterol,29.67,40.0,75.0,mg/dL,Critical
HDL Cholesterol,27.65,40.0,75.0,mg/dL,Critical
HDL Cholesterol,20.7,40.0,75.0,mg/dL,Critical
HDL Cholesterol,21.68,40.0,75.0,mg/dL,Critical
HDL Cholesterol,31.57,40.0,75.0,mg/dL,Critical
HDL Cholesterol,20.74,40.0,75.0,mg/dL,Critical
HDL Cholesterol,23.17,40.0,75.0,mg/dL,Critical
HDL Cholesterol,24.34,40.0,75.0,mg/dL,Critical
HDL Cholesterol,24.02,40.0,75.0,mg/dL,Critical
HDL Cholesterol,30.1,40.0,75.0,mg/dL,Critical
HDL Cholesterol,31.46,40.0,75.0,mg/dL,Critical
HDL Cholesterol,29.52,40.0,75.0,mg/dL,Critical
HDL Cholesterol,30.56,40.0,75.0,mg/dL,Critical
HDL Cholesterol,29.32,40.0,75.0,mg/dL,Critical
HDL Cholesterol,20.73,40.0,75.0,mg/dL,Critical
HDL Cholesterol,22.41,40.0,75.0,mg/dL,Critical
HDL Cholesterol,27.42,40.0,75.0,mg/dL,Critical
Triglycerides,85.79,50.0,149.0,mg/dL,Normal
Triglycerides,141.88,50.0,149.0,mg/dL,Normal
Triglycerides,112.06,50.0,149.0,mg/dL,Normal
Triglycerides,128.23,50.0,149.0,mg/dL,Normal
Triglycerides,66.76,50.0,149.0,mg/dL,Normal
Triglycerides,131.76,50.0,149.0,mg/dL,Normal
Triglycerides,137.17,50.0,149.0,mg/dL,Normal
Triglycerides,98.35,50.0,149.0,mg/dL,Normal
Triglycerides,108.97,50.0,149.0,mg/dL,Normal
Triglycerides,123.09,50.0,149.0,mg/dL,Normal
Triglycerides,70.53,50.0,149.0,mg/dL,Normal
Triglycerides,99.73,50.0,149.0,mg/dL,Normal
Triglycerides,90.47,50.0,149.0,mg/dL,Normal
Triglycerides,67.99,50.0,149.0,mg/dL,Normal
Triglycerides,87.7,50.0,149.0,mg/dL,Normal
Triglycerides,61.02,50.0,149.0,mg/dL,Normal
Triglycerides,57.25,50.0,149.0,mg/dL,Normal
Triglycerides,66.99,50.0,149.0,mg/dL,Normal
Triglycerides,140.76,50.0,149.0,mg/dL,Normal
Triglycerides,103.91,50.0,149.0,mg/dL,Normal
Triglycerides,141.0,50.0,149.0,mg/dL,Normal
Triglycerides,93.49,50.0,149.0,mg/dL,Normal
Triglycerides,82.73,50.0,149.0,mg/dL,Normal
Triglycerides,100.05,50.0,149.0,mg/dL,Normal
Triglycerides,94.11,50.0,149.0,mg/dL,Normal
Triglycerides,64.36,50.0,149.0,mg/dL,Normal
Triglycerides,112.05,50.0,149.0,mg/dL,Normal
Triglycerides,74.2,50.0,149.0,mg/dL,Normal
Triglycerides,110.16,50.0,149.0,mg/dL,Normal
Triglycerides,112.88,50.0,149.0,mg/dL,Normal
Triglycerides,68.5,50.0,149.0,mg/dL,Normal
Triglycerides,60.42,50.0,149.0,mg/dL,Normal
Triglycerides,124.52,50.0,149.0,mg/dL,Normal
Triglycerides,95.92,50.0,149.0,mg/dL,Normal
Triglycerides,60.13,50.0,149.0,mg/dL,Normal
Triglycerides,143.59,50.0,149.0,mg/dL,Normal
Triglycerides,60.1,50.0,149.0,mg/dL,Normal
Triglycerides,116.88,50.0,149.0,mg/dL,Normal
Triglycerides,142.6,50.0,149.0,mg/dL,Normal
Triglycerides,76.26,50.0,149.0,mg/dL,Normal
Triglycerides,67.62,50.0,149.0,mg/dL,Normal
Triglycerides,65.77,50.0,149.0,mg/dL,Normal
Triglycerides,81.97,50.0,149.0,mg/dL,Normal
Triglycerides,63.95,50.0,149.0,mg/dL,Normal
Triglycerides,116.62,50.0,149.0,mg/dL,Normal
Triglycerides,60.5,50.0,149.0,mg/dL,Normal
Triglycerides,100.34,50.0,149.0,mg/dL,Normal
Triglycerides,143.76,50.0,149.0,mg/dL,Normal
Triglycerides,127.47,50.0,149.0,mg/dL,Normal
Triglycerides,109.77,50.0,149.0,mg/dL,Normal
Triglycerides,82.24,50.0,149.0,mg/dL,Normal
Triglycerides,110.54,50.0,149.0,mg/dL,Normal
Triglycerides,101.91,50.0,149.0,mg/dL,Normal
Triglycerides,92.91,50.0,149.0,mg/dL,Normal
Triglycerides,66.6,50.0,149.0,mg/dL,Normal
Triglycerides,133.95,50.0,149.0,mg/dL,Normal
Triglycerides,95.03,50.0,149.0,mg/dL,Normal
Triglycerides,72.29,50.0,149.0,mg/dL,Normal
Triglycerides,87.72,50.0,149.0,mg/dL,Normal
Triglycerides,91.85,50.0,149.0,mg/dL,Normal
Triglycerides,128.68,50.0,149.0,mg/dL,Normal
Triglycerides,120.32,50.0,149.0,mg/dL,Normal
Triglycerides,123.5,50.0,149.0,mg/dL,Normal
Triglycerides,55.93,50.0,149.0,mg/dL,Normal
Triglycerides,92.03,50.0,149.0,mg/dL,Normal
Triglycerides,97.84,50.0,149.0,mg/dL,Normal
Triglycerides,56.66,50.0,149.0,mg/dL,Normal
Triglycerides,78.1,50.0,149.0,mg/dL,Normal
Triglycerides,122.69,50.0,149.0,mg/dL,Normal
Triglycerides,67.17,50.0,149.0,mg/dL,Normal
Triglycerides,102.65,50.0,149.0,mg/dL,Normal
Triglycerides,74.12,50.0,149.0,mg/dL,Normal
Triglycerides,56.03,50.0,149.0,mg/dL,Normal
Triglycerides,76.44,50.0,149.0,mg/dL,Normal
Triglycerides,141.9,50.0,149.0,mg/dL,Normal
Triglycerides,126.37,50.0,149.0,mg/dL,Normal
Triglycerides,140.45,50.0,149.0,mg/dL,Normal
Triglycerides,98.42,50.0,149.0,mg/dL,Normal
Triglycerides,64.73,50.0,149.0,mg/dL,Normal
Triglycerides,103.77,50.0,149.0,mg/dL,Normal
Triglycerides,95.44,50.0,149.0,mg/dL,Normal
Triglycerides,130.18,50.0,149.0,mg/dL,Normal
Triglycerides,63.69,50.0,149.0,mg/dL,Normal
Triglycerides,98.45,50.0,149.0,mg/dL,Normal
Triglycerides,68.32,50.0,149.0,mg/dL,Normal
Triglycerides,83.88,50.0,149.0,mg/dL,Normal
Triglycerides,120.65,50.0,149.0,mg/dL,Normal
Triglycerides,97.36,50.0,149.0,mg/dL,Normal
Triglycerides,88.44,50.0,149.0,mg/dL,Normal
Triglycerides,90.1,50.0,149.0,mg/dL,Normal
Triglycerides,95.89,50.0,149.0,mg/dL,Normal
Triglycerides,124.89,50.0,149.0,mg/dL,Normal
Triglycerides,134.43,50.0,149.0,mg/dL,Normal
Triglycerides,140.07,50.0,149.0,mg/dL,Normal
Triglycerides,125.06,50.0,149.0,mg/dL,Normal
Triglycerides,83.05,50.0,149.0,mg/dL,Normal
Triglycerides,116.26,50.0,149.0,mg/dL,Normal
Triglycerides,93.94,50.0,149.0,mg/dL,Normal
Triglycerides,77.64,50.0,149.0,mg/dL,Normal
Triglycerides,129.87,50.0,149.0,mg/dL,Normal
Triglycerides,58.37,50.0,149.0,mg/dL,Normal
Triglycerides,135.3,50.0,149.0,mg/dL,Normal
Triglycerides,96.07,50.0,149.0,mg/dL,Normal
Triglycerides,111.72,50.0,149.0,mg/dL,Normal
Triglycerides,113.7,50.0,149.0,mg/dL,Normal
Triglycerides,134.7,50.0,149.0,mg/dL,Normal
Triglycerides,111.68,50.0,149.0,mg/dL,Normal
Triglycerides,109.65,50.0,149.0,mg/dL,Normal
Triglycerides,60.89,50.0,149.0,mg/dL,Normal
Triglycerides,101.14,50.0,149.0,mg/dL,Normal
Triglycerides,68.33,50.0,149.0,mg/dL,Normal
Triglycerides,120.66,50.0,149.0,mg/dL,Normal
Triglycerides,100.59,50.0,149.0,mg/dL,Normal
Triglycerides,115.56,50.0,149.0,mg/dL,Normal
Triglycerides,58.66,50.0,149.0,mg/dL,Normal
Triglycerides,62.5,50.0,149.0,mg/dL,Normal
Triglycerides,118.77,50.0,149.0,mg/dL,Normal
Triglycerides,61.37,50.0,149.0,mg/dL,Normal
Triglycerides,61.3,50.0,149.0,mg/dL,Normal
Triglycerides,56.03,50.0,149.0,mg/dL,Normal
Triglycerides,163.6,50.0,149.0,mg/dL,Borderline
Triglycerides,36.07,50.0,149.0,mg/dL,Borderline
Triglycerides,45.54,50.0,149.0,mg/dL,Borderline
Triglycerides,152.67,50.0,149.0,mg/dL,Borderline
Triglycerides,32.15,50.0,149.0,mg/dL,Borderline
Triglycerides,164.13,50.0,149.0,mg/dL,Borderline
Triglycerides,30.61,50.0,149.0,mg/dL,Borderline
Triglycerides,49.36,50.0,149.0,mg/dL,Borderline
Triglycerides,45.43,50.0,149.0,mg/dL,Borderline
Triglycerides,156.56,50.0,149.0,mg/dL,Borderline
Triglycerides,32.6,50.0,149.0,mg/dL,Borderline
Triglycerides,164.34,50.0,149.0,mg/dL,Borderline
Triglycerides,159.5,50.0,149.0,mg/dL,Borderline
Triglycerides,49.38,50.0,149.0,mg/dL,Borderline
Triglycerides,154.8,50.0,149.0,mg/dL,Borderline
Triglycerides,160.92,50.0,149.0,mg/dL,Borderline
Triglycerides,163.81,50.0,149.0,mg/dL,Borderline
Triglycerides,162.0,50.0,149.0,mg/dL,Borderline
Triglycerides,36.9,50.0,149.0,mg/dL,Borderline
Triglycerides,153.45,50.0,149.0,mg/dL,Borderline
Triglycerides,38.76,50.0,149.0,mg/dL,Borderline
Triglycerides,42.34,50.0,149.0,mg/dL,Borderline
Triglycerides,153.77,50.0,149.0,mg/dL,Borderline
Triglycerides,34.11,50.0,149.0,mg/dL,Borderline
Triglycerides,161.79,50.0,149.0,mg/dL,Borderline
Triglycerides,46.36,50.0,149.0,mg/dL,Borderline
Triglycerides,165.76,50.0,149.0,mg/dL,Borderline
Triglycerides,153.99,50.0,149.0,mg/dL,Borderline
Triglycerides,158.12,50.0,149.0,mg/dL,Borderline
Triglycerides,163.42,50.0,149.0,mg/dL,Borderline
Triglycerides,161.99,50.0,149.0,mg/dL,Borderline
Triglycerides,40.99,50.0,149.0,mg/dL,Borderline
Triglycerides,167.56,50.0,149.0,mg/dL,Borderline
Triglycerides,33.46,50.0,149.0,mg/dL,Borderline
Triglycerides,44.57,50.0,149.0,mg/dL,Borderline
Triglycerides,153.23,50.0,149.0,mg/dL,Borderline
Triglycerides,165.65,50.0,149.0,mg/dL,Borderline
Triglycerides,159.74,50.0,149.0,mg/dL,Borderline
Triglycerides,159.07,50.0,149.0,mg/dL,Borderline
Triglycerides,41.39,50.0,149.0,mg/dL,Borderline
Triglycerides,166.29,50.0,149.0,mg/dL,Borderline
Triglycerides,164.07,50.0,149.0,mg/dL,Borderline
Triglycerides,39.34,50.0,149.0,mg/dL,Borderline
Triglycerides,35.08,50.0,149.0,mg/dL,Borderline
Triglycerides,168.64,50.0,149.0,mg/dL,Borderline
Triglycerides,38.15,50.0,149.0,mg/dL,Borderline
Triglycerides,153.04,50.0,149.0,mg/dL,Borderline
Triglycerides,163.51,50.0,149.0,mg/dL,Borderline
Triglycerides,152.72,50.0,149.0,mg/dL,Borderline
Triglycerides,45.72,50.0,149.0,mg/dL,Borderline
Triglycerides,170.1,50.0,149.0,mg/dL,Critical
Triglycerides,171.85,50.0,149.0,mg/dL,Critical
Triglycerides,181.62,50.0,149.0,mg/dL,Critical
Triglycerides,191.28,50.0,149.0,mg/dL,Critical
Triglycerides,4.35,50.0,149.0,mg/dL,Critical
Triglycerides,25.61,50.0,149.0,mg/dL,Critical
Triglycerides,191.3,50.0,149.0,mg/dL,Critical
Triglycerides,21.09,50.0,149.0,mg/dL,Critical
Triglycerides,204.43,50.0,149.0,mg/dL,Critical
Triglycerides,12.05,50.0,149.0,mg/dL,Critical
Triglycerides,169.98,50.0,149.0,mg/dL,Critical
Triglycerides,190.55,50.0,149.0,mg/dL,Critical
Triglycerides,175.22,50.0,149.0,mg/dL,Critical
Triglycerides,197.88,50.0,149.0,mg/dL,Critical
Triglycerides,173.58,50.0,149.0,mg/dL,Critical
Triglycerides,202.59,50.0,149.0,mg/dL,Critical
Triglycerides,205.04,50.0,149.0,mg/dL,Critical
Triglycerides,216.81,50.0,149.0,mg/dL,Critical
Triglycerides,24.1,50.0,149.0,mg/dL,Critical
Triglycerides,2.25,50.0,149.0,mg/dL,Critical
Triglycerides,9.76,50.0,149.0,mg/dL,Critical
Triglycerides,211.13,50.0,149.0,mg/dL,Critical
Triglycerides,200.0,50.0,149.0,mg/dL,Critical
Triglycerides,4.31,50.0,149.0,mg/dL,Critical
Triglycerides,12.68,50.0,149.0,mg/dL,Critical
Triglycerides,6.44,50.0,149.0,mg/dL,Critical
Triglycerides,212.76,50.0,149.0,mg/dL,Critical
